id,legacy_path,module,submodule,file_type,category,applicability,status,status_basis,modern_candidate,migrated_file_1to1,mapping_basis_1to1,mapping_confidence_1to1,notes
LEGACY-00133,Legacy/LessonReviewer/LessonReviewer/Handlers/Playback.ashx.cs,LessonReviewer,LessonReviewer/LessonReviewer/Handlers,.cs,backend_library,applicable,not_started,no_modern_candidate,,N/A,no_deterministic_match,none,
LEGACY-00134,Legacy/LessonReviewer/LessonReviewer/LessonReviewer.csproj,LessonReviewer,LessonReviewer/LessonReviewer/LessonReviewer.csproj,.csproj,build_tooling,applicable,completed,exact_path_match,LessonReviewer/LessonReviewer/LessonReviewer.csproj,LessonReviewer/LessonReviewer/LessonReviewer.csproj,exact_path_match,high,
LEGACY-00135,Legacy/LessonReviewer/LessonReviewer/Properties/AssemblyInfo.cs,LessonReviewer,LessonReviewer/LessonReviewer/Properties,.cs,backend_library,applicable,incomplete,filename_match_candidate,LessonReviewer/LessonReviewer.Core/Properties/AssemblyInfo.cs;Portal/WebSystem/WCMS.Framewok.Agent/Properties/AssemblyInfo.cs;Portal/WebSystem/WCMS.Common/Properties/AssemblyInfo.cs,LessonReviewer/LessonReviewer/LessonReviewer.csproj,manual_validated_project_metadata_map,high,
LEGACY-00136,Legacy/LessonReviewer/LessonReviewer/Scripts/MCGI.js,LessonReviewer,LessonReviewer/LessonReviewer/Scripts,.js,ux_frontend,applicable,completed,exact_path_match,LessonReviewer/LessonReviewer/Scripts/MCGI.js,LessonReviewer/LessonReviewer/Scripts/MCGI.js,exact_path_match,high,
LEGACY-00137,Legacy/LessonReviewer/LessonReviewer/Scripts/MakeUpServices.js,LessonReviewer,LessonReviewer/LessonReviewer/Scripts,.js,ux_frontend,applicable,completed,exact_path_match,LessonReviewer/LessonReviewer/Scripts/MakeUpServices.js,LessonReviewer/LessonReviewer/Scripts/MakeUpServices.js,exact_path_match,high,
LEGACY-00138,Legacy/LessonReviewer/LessonReviewer/Scripts/common.js,LessonReviewer,LessonReviewer/LessonReviewer/Scripts,.js,ux_frontend,applicable,completed,exact_path_match,LessonReviewer/LessonReviewer/Scripts/common.js,LessonReviewer/LessonReviewer/Scripts/common.js,exact_path_match,high,
LEGACY-00139,Legacy/LessonReviewer/LessonReviewer/Scripts/jquery-1.4.1-vsdoc.js,LessonReviewer,LessonReviewer/LessonReviewer/Scripts,.js,ux_frontend,applicable,completed,exact_path_match,LessonReviewer/LessonReviewer/Scripts/jquery-1.4.1-vsdoc.js,LessonReviewer/LessonReviewer/Scripts/jquery-1.4.1-vsdoc.js,exact_path_match,high,
LEGACY-00140,Legacy/LessonReviewer/LessonReviewer/Scripts/jquery-1.4.1.js,LessonReviewer,LessonReviewer/LessonReviewer/Scripts,.js,ux_frontend,applicable,completed,exact_path_match,LessonReviewer/LessonReviewer/Scripts/jquery-1.4.1.js,LessonReviewer/LessonReviewer/Scripts/jquery-1.4.1.js,exact_path_match,high,
LEGACY-00141,Legacy/LessonReviewer/LessonReviewer/Scripts/jquery-1.4.1.min.js,LessonReviewer,LessonReviewer/LessonReviewer/Scripts,.js,ux_frontend,applicable,completed,exact_path_match,LessonReviewer/LessonReviewer/Scripts/jquery-1.4.1.min.js,LessonReviewer/LessonReviewer/Scripts/jquery-1.4.1.min.js,exact_path_match,high,
LEGACY-00142,Legacy/LessonReviewer/LessonReviewer/Site.Master,LessonReviewer,LessonReviewer/LessonReviewer/Site.Master,.master,ux_page_component,applicable,completed,exact_path_match,LessonReviewer/LessonReviewer/Site.Master,LessonReviewer/LessonReviewer/Site.Master,exact_path_match,high,
LEGACY-00143,Legacy/LessonReviewer/LessonReviewer/Site.Master.cs,LessonReviewer,LessonReviewer/LessonReviewer/Site.Master.cs,.cs,backend_library,applicable,not_started,no_modern_candidate,,LessonReviewer/LessonReviewer/Site.Master,manual_validated_masterpage_map,medium,
LEGACY-00144,Legacy/LessonReviewer/LessonReviewer/Styles/Site.css,LessonReviewer,LessonReviewer/LessonReviewer/Styles,.css,ux_frontend,applicable,completed,exact_path_match,LessonReviewer/LessonReviewer/Styles/Site.css,LessonReviewer/LessonReviewer/Styles/Site.css,exact_path_match,high,
LEGACY-00145,Legacy/LessonReviewer/LessonReviewer/Web.Debug.config,LessonReviewer,LessonReviewer/LessonReviewer/Web.Debug.config,.config,config_infra,applicable,completed,exact_path_match,LessonReviewer/LessonReviewer/Web.Debug.config,LessonReviewer/LessonReviewer/Web.Debug.config,exact_path_match,high,
LEGACY-00146,Legacy/LessonReviewer/LessonReviewer/Web.Release.config,LessonReviewer,LessonReviewer/LessonReviewer/Web.Release.config,.config,config_infra,applicable,completed,exact_path_match,LessonReviewer/LessonReviewer/Web.Release.config,LessonReviewer/LessonReviewer/Web.Release.config,exact_path_match,high,
LEGACY-00147,Legacy/LessonReviewer/LessonReviewer/Web.config,LessonReviewer,LessonReviewer/LessonReviewer/Web.config,.config,config_infra,applicable,not_started,no_modern_candidate,,LessonReviewer/LessonReviewer/appsettings.json,manual_validated_config_map,high,
LEGACY-00148,Legacy/LessonReviewer/LessonReviewer/offline/index.html,LessonReviewer,LessonReviewer/LessonReviewer/offline,.html,ux_page_component,applicable,completed,exact_path_match,LessonReviewer/LessonReviewer/offline/index.html,LessonReviewer/LessonReviewer/offline/index.html,exact_path_match,high,
LEGACY-00149,Legacy/LessonReviewer/LessonReviewer/packages.config,LessonReviewer,LessonReviewer/LessonReviewer/packages.config,.config,config_infra,applicable,not_started,no_modern_candidate,,LessonReviewer/LessonReviewer/LessonReviewer.csproj,manual_validated_package_reference_map,high,
LEGACY-00150,Legacy/LessonReviewer/LessonReviewer.Core/ConfigManager.cs,LessonReviewer,LessonReviewer/LessonReviewer.Core/ConfigManager.cs,.cs,backend_library,applicable,completed,exact_path_match,LessonReviewer/LessonReviewer.Core/ConfigManager.cs,LessonReviewer/LessonReviewer.Core/ConfigManager.cs,exact_path_match,high,
LEGACY-00151,Legacy/LessonReviewer/LessonReviewer.Core/LessonReviewer.Core.csproj,LessonReviewer,LessonReviewer/LessonReviewer.Core/LessonReviewer.Core.csproj,.csproj,build_tooling,applicable,completed,exact_path_match,LessonReviewer/LessonReviewer.Core/LessonReviewer.Core.csproj,LessonReviewer/LessonReviewer.Core/LessonReviewer.Core.csproj,exact_path_match,high,
LEGACY-00152,Legacy/LessonReviewer/LessonReviewer.Core/MakeUpServiceSession.cs,LessonReviewer,LessonReviewer/LessonReviewer.Core/MakeUpServiceSession.cs,.cs,backend_library,applicable,completed,exact_path_match,LessonReviewer/LessonReviewer.Core/MakeUpServiceSession.cs,LessonReviewer/LessonReviewer.Core/MakeUpServiceSession.cs,exact_path_match,high,
LEGACY-00153,Legacy/LessonReviewer/LessonReviewer.Core/PlaybackHelper.cs,LessonReviewer,LessonReviewer/LessonReviewer.Core/PlaybackHelper.cs,.cs,backend_library,applicable,completed,exact_path_match,LessonReviewer/LessonReviewer.Core/PlaybackHelper.cs,LessonReviewer/LessonReviewer.Core/PlaybackHelper.cs,exact_path_match,high,
LEGACY-00154,Legacy/LessonReviewer/LessonReviewer.Core/Properties/AssemblyInfo.cs,LessonReviewer,LessonReviewer/LessonReviewer.Core/Properties,.cs,backend_library,applicable,completed,exact_path_match,LessonReviewer/LessonReviewer.Core/Properties/AssemblyInfo.cs,LessonReviewer/LessonReviewer.Core/Properties/AssemblyInfo.cs,exact_path_match,high,
LEGACY-00155,Legacy/LessonReviewer/LessonReviewer.Core/ServiceDefinition.cs,LessonReviewer,LessonReviewer/LessonReviewer.Core/ServiceDefinition.cs,.cs,backend_library,applicable,completed,exact_path_match,LessonReviewer/LessonReviewer.Core/ServiceDefinition.cs,LessonReviewer/LessonReviewer.Core/ServiceDefinition.cs,exact_path_match,high,
LEGACY-00156,Legacy/LessonReviewer/LessonReviewer.sln,LessonReviewer,LessonReviewer/LessonReviewer.sln,.sln,build_tooling,applicable,not_started,no_modern_candidate,,mPortal.slnx,manual_validated_solution_consolidation,high,
LEGACY-00157,Legacy/LessonReviewer/build-debug.cmd,LessonReviewer,LessonReviewer/build-debug.cmd,.cmd,build_tooling,applicable,not_started,no_modern_candidate,,N/A,no_deterministic_match,none,
LEGACY-00158,Legacy/LessonReviewer/build-release.cmd,LessonReviewer,LessonReviewer/build-release.cmd,.cmd,build_tooling,applicable,not_started,no_modern_candidate,,N/A,no_deterministic_match,none,
LEGACY-00159,Legacy/LessonReviewer/nuget.config,LessonReviewer,LessonReviewer/nuget.config,.config,config_infra,applicable,completed,exact_path_match,LessonReviewer/nuget.config,LessonReviewer/nuget.config,exact_path_match,high,
