id,legacy_path,module,submodule,file_type,category,applicability,status,status_basis,modern_candidate,migrated_file_1to1,mapping_basis_1to1,mapping_confidence_1to1,notes
LEGACY-00032,Legacy/BibleReader/BibleReader/Scripts/jquery-1.4.1-vsdoc.js,BibleReader,BibleReader/BibleReader/Scripts,.js,ux_frontend,applicable,completed,exact_path_match,BibleReader/BibleReader/Scripts/jquery-1.4.1-vsdoc.js,BibleReader/BibleReader/Scripts/jquery-1.4.1-vsdoc.js,exact_path_match,high,
LEGACY-00033,Legacy/BibleReader/BibleReader/Scripts/jquery-1.4.1.js,BibleReader,BibleReader/BibleReader/Scripts,.js,ux_frontend,applicable,completed,exact_path_match,BibleReader/BibleReader/Scripts/jquery-1.4.1.js,BibleReader/BibleReader/Scripts/jquery-1.4.1.js,exact_path_match,high,
LEGACY-00034,Legacy/BibleReader/BibleReader/Scripts/jquery-1.4.1.min.js,BibleReader,BibleReader/BibleReader/Scripts,.js,ux_frontend,applicable,completed,exact_path_match,BibleReader/BibleReader/Scripts/jquery-1.4.1.min.js,BibleReader/BibleReader/Scripts/jquery-1.4.1.min.js,exact_path_match,high,
LEGACY-00035,Legacy/BibleReader/BibleReader/Setup.aspx,BibleReader,BibleReader/BibleReader/Setup.aspx,.aspx,ux_page_component,applicable,completed,api_endpoint_replacement,,N/A,no_deterministic_match,none,Migrated to /api/setup/* REST endpoints in Program.cs
LEGACY-00036,Legacy/BibleReader/BibleReader/Setup.aspx.cs,BibleReader,BibleReader/BibleReader/Setup.aspx.cs,.cs,backend_library,applicable,not_applicable,obsolete_webforms,,N/A,no_deterministic_match,none,WebForms .aspx code-behind; modern app uses Razor views and ViewComponents
LEGACY-00037,Legacy/BibleReader/BibleReader/Site.Master,BibleReader,BibleReader/BibleReader/Site.Master,.master,ux_page_component,applicable,completed,exact_path_match,BibleReader/BibleReader/Site.Master,BibleReader/BibleReader/Site.Master,exact_path_match,high,
LEGACY-00038,Legacy/BibleReader/BibleReader/Site.Master.cs,BibleReader,BibleReader/BibleReader/Site.Master.cs,.cs,backend_library,applicable,not_applicable,obsolete_pattern,,BibleReader/BibleReader/Site.Master,manual_validated_masterpage_map,medium,WebForms master page code-behind; replaced by _Layout.cshtml
LEGACY-00039,Legacy/BibleReader/BibleReader/Styles/BibleReader.css,BibleReader,BibleReader/BibleReader/Styles,.css,ux_frontend,applicable,completed,exact_path_match,BibleReader/BibleReader/Styles/BibleReader.css,BibleReader/BibleReader/Styles/BibleReader.css,exact_path_match,high,
LEGACY-00040,Legacy/BibleReader/BibleReader/Styles/Site.css,BibleReader,BibleReader/BibleReader/Styles,.css,ux_frontend,applicable,completed,exact_path_match,BibleReader/BibleReader/Styles/Site.css,BibleReader/BibleReader/Styles/Site.css,exact_path_match,high,
LEGACY-00041,Legacy/BibleReader/BibleReader/Web.Debug.config,BibleReader,BibleReader/BibleReader/Web.Debug.config,.config,config_infra,applicable,completed,exact_path_match,BibleReader/BibleReader/Web.Debug.config,BibleReader/BibleReader/Web.Debug.config,exact_path_match,high,
LEGACY-00042,Legacy/BibleReader/BibleReader/Web.Release.config,BibleReader,BibleReader/BibleReader/Web.Release.config,.config,config_infra,applicable,completed,exact_path_match,BibleReader/BibleReader/Web.Release.config,BibleReader/BibleReader/Web.Release.config,exact_path_match,high,
LEGACY-00043,Legacy/BibleReader/BibleReader/Web.config,BibleReader,BibleReader/BibleReader/Web.config,.config,config_infra,applicable,not_applicable,obsolete_filetype,,BibleReader/BibleReader/appsettings.json,manual_validated_config_map,high,"Legacy .config files; settings in appsettings.json, packages in .csproj"
LEGACY-00044,Legacy/BibleReader/BibleReader.Core/BibleBook.cs,BibleReader,BibleReader/BibleReader.Core/BibleBook.cs,.cs,backend_library,applicable,completed,exact_path_match,BibleReader/BibleReader.Core/BibleBook.cs,BibleReader/BibleReader.Core/BibleBook.cs,exact_path_match,high,
LEGACY-00045,Legacy/BibleReader/BibleReader.Core/BibleBookName.cs,BibleReader,BibleReader/BibleReader.Core/BibleBookName.cs,.cs,backend_library,applicable,completed,exact_path_match,BibleReader/BibleReader.Core/BibleBookName.cs,BibleReader/BibleReader.Core/BibleBookName.cs,exact_path_match,high,
LEGACY-00046,Legacy/BibleReader/BibleReader.Core/BibleChapter.cs,BibleReader,BibleReader/BibleReader.Core/BibleChapter.cs,.cs,backend_library,applicable,completed,exact_path_match,BibleReader/BibleReader.Core/BibleChapter.cs,BibleReader/BibleReader.Core/BibleChapter.cs,exact_path_match,high,
LEGACY-00047,Legacy/BibleReader/BibleReader.Core/BibleManager.cs,BibleReader,BibleReader/BibleReader.Core/BibleManager.cs,.cs,backend_library,applicable,completed,exact_path_match,BibleReader/BibleReader.Core/BibleManager.cs,BibleReader/BibleReader.Core/BibleManager.cs,exact_path_match,high,
LEGACY-00048,Legacy/BibleReader/BibleReader.Core/BibleReader.Core.csproj,BibleReader,BibleReader/BibleReader.Core/BibleReader.Core.csproj,.csproj,build_tooling,applicable,completed,exact_path_match,BibleReader/BibleReader.Core/BibleReader.Core.csproj,BibleReader/BibleReader.Core/BibleReader.Core.csproj,exact_path_match,high,
LEGACY-00049,Legacy/BibleReader/BibleReader.Core/BibleVerse.cs,BibleReader,BibleReader/BibleReader.Core/BibleVerse.cs,.cs,backend_library,applicable,completed,exact_path_match,BibleReader/BibleReader.Core/BibleVerse.cs,BibleReader/BibleReader.Core/BibleVerse.cs,exact_path_match,high,
LEGACY-00050,Legacy/BibleReader/BibleReader.Core/BibleVersion.cs,BibleReader,BibleReader/BibleReader.Core/BibleVersion.cs,.cs,backend_library,applicable,completed,exact_path_match,BibleReader/BibleReader.Core/BibleVersion.cs,BibleReader/BibleReader.Core/BibleVersion.cs,exact_path_match,high,
LEGACY-00051,Legacy/BibleReader/BibleReader.Core/BibleVersionLanguage.cs,BibleReader,BibleReader/BibleReader.Core/BibleVersionLanguage.cs,.cs,backend_library,applicable,completed,exact_path_match,BibleReader/BibleReader.Core/BibleVersionLanguage.cs,BibleReader/BibleReader.Core/BibleVersionLanguage.cs,exact_path_match,high,
LEGACY-00052,Legacy/BibleReader/BibleReader.Core/Constants.cs,BibleReader,BibleReader/BibleReader.Core/Constants.cs,.cs,backend_library,applicable,completed,exact_path_match,BibleReader/BibleReader.Core/Constants.cs,BibleReader/BibleReader.Core/Constants.cs,exact_path_match,high,
LEGACY-00053,Legacy/BibleReader/BibleReader.Core/Properties/AssemblyInfo.cs,BibleReader,BibleReader/BibleReader.Core/Properties,.cs,backend_library,applicable,completed,exact_path_match,BibleReader/BibleReader.Core/Properties/AssemblyInfo.cs,BibleReader/BibleReader.Core/Properties/AssemblyInfo.cs,exact_path_match,high,
LEGACY-00054,Legacy/BibleReader/BibleReader.Core/Providers/BibleBookNameProvider.cs,BibleReader,BibleReader/BibleReader.Core/Providers,.cs,backend_library,applicable,completed,exact_path_match,BibleReader/BibleReader.Core/Providers/BibleBookNameProvider.cs,BibleReader/BibleReader.Core/Providers/BibleBookNameProvider.cs,exact_path_match,high,
LEGACY-00055,Legacy/BibleReader/BibleReader.Core/Providers/BibleVersionLanguageProvider.cs,BibleReader,BibleReader/BibleReader.Core/Providers,.cs,backend_library,applicable,completed,exact_path_match,BibleReader/BibleReader.Core/Providers/BibleVersionLanguageProvider.cs,BibleReader/BibleReader.Core/Providers/BibleVersionLanguageProvider.cs,exact_path_match,high,
LEGACY-00056,Legacy/BibleReader/BibleReader.Core/Providers/BibleVersionProvider.cs,BibleReader,BibleReader/BibleReader.Core/Providers,.cs,backend_library,applicable,completed,exact_path_match,BibleReader/BibleReader.Core/Providers/BibleVersionProvider.cs,BibleReader/BibleReader.Core/Providers/BibleVersionProvider.cs,exact_path_match,high,
LEGACY-00057,Legacy/BibleReader/BibleReader.Core/Providers/GenericBibleVerseProvider.cs,BibleReader,BibleReader/BibleReader.Core/Providers,.cs,backend_library,applicable,completed,exact_path_match,BibleReader/BibleReader.Core/Providers/GenericBibleVerseProvider.cs,BibleReader/BibleReader.Core/Providers/GenericBibleVerseProvider.cs,exact_path_match,high,
LEGACY-00058,Legacy/BibleReader/BibleReader.sln,BibleReader,BibleReader/BibleReader.sln,.sln,build_tooling,applicable,not_applicable,obsolete_filetype,,mPortal.slnx,manual_validated_solution_consolidation,high,Legacy .sln files; consolidated into mPortal.slnx
LEGACY-00059,Legacy/BibleReader/BibleReader_notes.txt,BibleReader,BibleReader/BibleReader_notes.txt,.txt,other_source,applicable,completed,exact_path_match,BibleReader/BibleReader_notes.txt,BibleReader/BibleReader_notes.txt,exact_path_match,high,
