id,legacy_path,module,submodule,file_type,category,applicability,status,status_basis,modern_candidate,migrated_file_1to1,mapping_basis_1to1,mapping_confidence_1to1,notes
LEGACY-00015,Legacy/BibleReader/BibleReader/Admin/Data/Database/Procedures/Book_Get.drop.sql,BibleReader,BibleReader/BibleReader/Admin,.sql,db_schema_data,applicable,completed,exact_path_match,BibleReader/BibleReader/Admin/Data/Database/Procedures/Book_Get.drop.sql,Apps/BibleReader/BibleReader/Admin/Data/Database/Procedures/Book_Get.drop.sql,exact_path_match,high,
LEGACY-00016,Legacy/BibleReader/BibleReader/Admin/Data/Database/Tables/Book.create.sql,BibleReader,BibleReader/BibleReader/Admin,.sql,db_schema_data,applicable,completed,exact_path_match,BibleReader/BibleReader/Admin/Data/Database/Tables/Book.create.sql,Apps/BibleReader/BibleReader/Admin/Data/Database/Tables/Book.create.sql,exact_path_match,high,
LEGACY-00017,Legacy/BibleReader/BibleReader/Admin/Data/Database/Tables/Book.drop.sql,BibleReader,BibleReader/BibleReader/Admin,.sql,db_schema_data,applicable,completed,exact_path_match,BibleReader/BibleReader/Admin/Data/Database/Tables/Book.drop.sql,Apps/BibleReader/BibleReader/Admin/Data/Database/Tables/Book.drop.sql,exact_path_match,high,
LEGACY-00018,Legacy/BibleReader/BibleReader/Admin/Data/Database/Tables/Translation.create.sql,BibleReader,BibleReader/BibleReader/Admin,.sql,db_schema_data,applicable,completed,exact_path_match,BibleReader/BibleReader/Admin/Data/Database/Tables/Translation.create.sql,Apps/BibleReader/BibleReader/Admin/Data/Database/Tables/Translation.create.sql,exact_path_match,high,
LEGACY-00019,Legacy/BibleReader/BibleReader/Admin/Data/Database/Tables/Translation.drop.sql,BibleReader,BibleReader/BibleReader/Admin,.sql,db_schema_data,applicable,completed,exact_path_match,BibleReader/BibleReader/Admin/Data/Database/Tables/Translation.drop.sql,Apps/BibleReader/BibleReader/Admin/Data/Database/Tables/Translation.drop.sql,exact_path_match,high,
LEGACY-00020,Legacy/BibleReader/BibleReader/Admin/Data/Database/Tables/Verse.create.sql,BibleReader,BibleReader/BibleReader/Admin,.sql,db_schema_data,applicable,completed,exact_path_match,BibleReader/BibleReader/Admin/Data/Database/Tables/Verse.create.sql,Apps/BibleReader/BibleReader/Admin/Data/Database/Tables/Verse.create.sql,exact_path_match,high,
LEGACY-00021,Legacy/BibleReader/BibleReader/Admin/Data/Database/Tables/Verse.drop.sql,BibleReader,BibleReader/BibleReader/Admin,.sql,db_schema_data,applicable,completed,exact_path_match,BibleReader/BibleReader/Admin/Data/Database/Tables/Verse.drop.sql,Apps/BibleReader/BibleReader/Admin/Data/Database/Tables/Verse.drop.sql,exact_path_match,high,
LEGACY-00022,Legacy/BibleReader/BibleReader/Admin/Data/Database/Translation.xml,BibleReader,BibleReader/BibleReader/Admin,.xml,config_infra,applicable,completed,exact_path_match,BibleReader/BibleReader/Admin/Data/Database/Translation.xml,Apps/BibleReader/BibleReader/Admin/Data/Database/Translation.xml,exact_path_match,high,
LEGACY-00023,Legacy/BibleReader/BibleReader/Admin/Data/Database/Verse.xml,BibleReader,BibleReader/BibleReader/Admin,.xml,config_infra,applicable,completed,exact_path_match,BibleReader/BibleReader/Admin/Data/Database/Verse.xml,Apps/BibleReader/BibleReader/Admin/Data/Database/Verse.xml,exact_path_match,high,
LEGACY-00024,Legacy/BibleReader/BibleReader/BibleReader.WebApp.csproj,BibleReader,BibleReader/BibleReader/BibleReader.WebApp.csproj,.csproj,build_tooling,applicable,completed,exact_path_match,BibleReader/BibleReader/BibleReader.WebApp.csproj,Apps/BibleReader/BibleReader/BibleReader.WebApp.csproj,exact_path_match,high,
LEGACY-00025,Legacy/BibleReader/BibleReader/BibleService.asmx,BibleReader,BibleReader/BibleReader/BibleService.asmx,.asmx,ux_page_component,applicable,completed,mapped_replacement_exists,BibleReader/BibleReader/Api/BibleApiController.cs,Apps/BibleReader/BibleReader/Api/BibleApiController.cs,report_mapped_direct,high,
LEGACY-00026,Legacy/BibleReader/BibleReader/BibleService.asmx.cs,BibleReader,BibleReader/BibleReader/BibleService.asmx.cs,.cs,backend_library,applicable,not_applicable,obsolete_filetype,,BibleReader/BibleReader/Api/LegacyBibleServiceController.cs,manual_validated_endpoint_map,high,Code-behind for ASMX web service; replaced by REST API
LEGACY-00027,Legacy/BibleReader/BibleReader/Default.aspx,BibleReader,BibleReader/BibleReader/Default.aspx,.aspx,ux_page_component,applicable,not_applicable,obsolete_pattern,,N/A,no_deterministic_match,none,WebForms default page; routing handled by Program.cs middleware
LEGACY-00028,Legacy/BibleReader/BibleReader/Default.aspx.cs,BibleReader,BibleReader/BibleReader/Default.aspx.cs,.cs,backend_library,applicable,not_applicable,obsolete_webforms,,N/A,no_deterministic_match,none,WebForms .aspx code-behind; modern app uses Razor views and ViewComponents
LEGACY-00029,Legacy/BibleReader/BibleReader/Global.asax,BibleReader,BibleReader/BibleReader/Global.asax,.asax,ux_page_component,applicable,not_applicable,obsolete_filetype,,BibleReader/BibleReader/Program.cs,manual_validated_startup_map,high,Global.asax obsolete; startup logic in Program.cs
LEGACY-00030,Legacy/BibleReader/BibleReader/Global.asax.cs,BibleReader,BibleReader/BibleReader/Global.asax.cs,.cs,backend_library,applicable,not_applicable,obsolete_filetype,,BibleReader/BibleReader/Program.cs,manual_validated_startup_map,high,Global.asax code-behind; startup in Program.cs
LEGACY-00031,Legacy/BibleReader/BibleReader/Properties/AssemblyInfo.cs,BibleReader,BibleReader/BibleReader/Properties,.cs,backend_library,applicable,not_applicable,obsolete_filetype,LessonReviewer/LessonReviewer.Core/Properties/AssemblyInfo.cs;Portal/WebSystem/WCMS.Framewok.Agent/Properties/AssemblyInfo.cs;Portal/WebSystem/WCMS.Common/Properties/AssemblyInfo.cs,BibleReader/BibleReader/BibleReader.WebApp.csproj,manual_validated_project_metadata_map,high,Assembly attributes now in SDK-style .csproj
LEGACY-00032,Legacy/BibleReader/BibleReader/Scripts/jquery-1.4.1-vsdoc.js,BibleReader,BibleReader/BibleReader/Scripts,.js,ux_frontend,applicable,completed,exact_path_match,BibleReader/BibleReader/Scripts/jquery-1.4.1-vsdoc.js,Apps/BibleReader/BibleReader/Scripts/jquery-1.4.1-vsdoc.js,exact_path_match,high,
LEGACY-00033,Legacy/BibleReader/BibleReader/Scripts/jquery-1.4.1.js,BibleReader,BibleReader/BibleReader/Scripts,.js,ux_frontend,applicable,completed,exact_path_match,BibleReader/BibleReader/Scripts/jquery-1.4.1.js,Apps/BibleReader/BibleReader/Scripts/jquery-1.4.1.js,exact_path_match,high,
LEGACY-00034,Legacy/BibleReader/BibleReader/Scripts/jquery-1.4.1.min.js,BibleReader,BibleReader/BibleReader/Scripts,.js,ux_frontend,applicable,completed,exact_path_match,BibleReader/BibleReader/Scripts/jquery-1.4.1.min.js,Apps/BibleReader/BibleReader/Scripts/jquery-1.4.1.min.js,exact_path_match,high,
LEGACY-00035,Legacy/BibleReader/BibleReader/Setup.aspx,BibleReader,BibleReader/BibleReader/Setup.aspx,.aspx,ux_page_component,applicable,completed,api_endpoint_replacement,,Apps/BibleReader/BibleReader/Program.cs,manual_validated_setup_endpoint_map,high,Migrated to /api/setup/* REST endpoints in Program.cs
LEGACY-00036,Legacy/BibleReader/BibleReader/Setup.aspx.cs,BibleReader,BibleReader/BibleReader/Setup.aspx.cs,.cs,backend_library,applicable,not_applicable,obsolete_webforms,,N/A,no_deterministic_match,none,WebForms .aspx code-behind; modern app uses Razor views and ViewComponents
LEGACY-00037,Legacy/BibleReader/BibleReader/Site.Master,BibleReader,BibleReader/BibleReader/Site.Master,.master,ux_page_component,applicable,completed,exact_path_match,BibleReader/BibleReader/Site.Master,Apps/BibleReader/BibleReader/Site.Master,exact_path_match,high,
LEGACY-00038,Legacy/BibleReader/BibleReader/Site.Master.cs,BibleReader,BibleReader/BibleReader/Site.Master.cs,.cs,backend_library,applicable,not_applicable,obsolete_pattern,,BibleReader/BibleReader/Site.Master,manual_validated_masterpage_map,medium,WebForms master page code-behind; replaced by _Layout.cshtml
LEGACY-00039,Legacy/BibleReader/BibleReader/Styles/BibleReader.css,BibleReader,BibleReader/BibleReader/Styles,.css,ux_frontend,applicable,completed,exact_path_match,BibleReader/BibleReader/Styles/BibleReader.css,Apps/BibleReader/BibleReader/Styles/BibleReader.css,exact_path_match,high,
LEGACY-00040,Legacy/BibleReader/BibleReader/Styles/Site.css,BibleReader,BibleReader/BibleReader/Styles,.css,ux_frontend,applicable,completed,exact_path_match,BibleReader/BibleReader/Styles/Site.css,Apps/BibleReader/BibleReader/Styles/Site.css,exact_path_match,high,
LEGACY-00041,Legacy/BibleReader/BibleReader/Web.Debug.config,BibleReader,BibleReader/BibleReader/Web.Debug.config,.config,config_infra,applicable,completed,exact_path_match,BibleReader/BibleReader/Web.Debug.config,Apps/BibleReader/BibleReader/Web.Debug.config,exact_path_match,high,
LEGACY-00042,Legacy/BibleReader/BibleReader/Web.Release.config,BibleReader,BibleReader/BibleReader/Web.Release.config,.config,config_infra,applicable,completed,exact_path_match,BibleReader/BibleReader/Web.Release.config,Apps/BibleReader/BibleReader/Web.Release.config,exact_path_match,high,
LEGACY-00043,Legacy/BibleReader/BibleReader/Web.config,BibleReader,BibleReader/BibleReader/Web.config,.config,config_infra,applicable,not_applicable,obsolete_filetype,,BibleReader/BibleReader/appsettings.json,manual_validated_config_map,high,"Legacy .config files; settings in appsettings.json, packages in .csproj"
LEGACY-00044,Legacy/BibleReader/BibleReader.Core/BibleBook.cs,BibleReader,BibleReader/BibleReader.Core/BibleBook.cs,.cs,backend_library,applicable,completed,exact_path_match,BibleReader/BibleReader.Core/BibleBook.cs,Apps/BibleReader/BibleReader.Core/BibleBook.cs,exact_path_match,high,
LEGACY-00045,Legacy/BibleReader/BibleReader.Core/BibleBookName.cs,BibleReader,BibleReader/BibleReader.Core/BibleBookName.cs,.cs,backend_library,applicable,completed,exact_path_match,BibleReader/BibleReader.Core/BibleBookName.cs,Apps/BibleReader/BibleReader.Core/BibleBookName.cs,exact_path_match,high,
LEGACY-00046,Legacy/BibleReader/BibleReader.Core/BibleChapter.cs,BibleReader,BibleReader/BibleReader.Core/BibleChapter.cs,.cs,backend_library,applicable,completed,exact_path_match,BibleReader/BibleReader.Core/BibleChapter.cs,Apps/BibleReader/BibleReader.Core/BibleChapter.cs,exact_path_match,high,
LEGACY-00047,Legacy/BibleReader/BibleReader.Core/BibleManager.cs,BibleReader,BibleReader/BibleReader.Core/BibleManager.cs,.cs,backend_library,applicable,completed,exact_path_match,BibleReader/BibleReader.Core/BibleManager.cs,Apps/BibleReader/BibleReader.Core/BibleManager.cs,exact_path_match,high,
LEGACY-00048,Legacy/BibleReader/BibleReader.Core/BibleReader.Core.csproj,BibleReader,BibleReader/BibleReader.Core/BibleReader.Core.csproj,.csproj,build_tooling,applicable,completed,exact_path_match,BibleReader/BibleReader.Core/BibleReader.Core.csproj,Apps/BibleReader/BibleReader.Core/BibleReader.Core.csproj,exact_path_match,high,
LEGACY-00049,Legacy/BibleReader/BibleReader.Core/BibleVerse.cs,BibleReader,BibleReader/BibleReader.Core/BibleVerse.cs,.cs,backend_library,applicable,completed,exact_path_match,BibleReader/BibleReader.Core/BibleVerse.cs,Apps/BibleReader/BibleReader.Core/BibleVerse.cs,exact_path_match,high,
LEGACY-00050,Legacy/BibleReader/BibleReader.Core/BibleVersion.cs,BibleReader,BibleReader/BibleReader.Core/BibleVersion.cs,.cs,backend_library,applicable,completed,exact_path_match,BibleReader/BibleReader.Core/BibleVersion.cs,Apps/BibleReader/BibleReader.Core/BibleVersion.cs,exact_path_match,high,
LEGACY-00051,Legacy/BibleReader/BibleReader.Core/BibleVersionLanguage.cs,BibleReader,BibleReader/BibleReader.Core/BibleVersionLanguage.cs,.cs,backend_library,applicable,completed,exact_path_match,BibleReader/BibleReader.Core/BibleVersionLanguage.cs,Apps/BibleReader/BibleReader.Core/BibleVersionLanguage.cs,exact_path_match,high,
LEGACY-00052,Legacy/BibleReader/BibleReader.Core/Constants.cs,BibleReader,BibleReader/BibleReader.Core/Constants.cs,.cs,backend_library,applicable,completed,exact_path_match,BibleReader/BibleReader.Core/Constants.cs,Apps/BibleReader/BibleReader.Core/Constants.cs,exact_path_match,high,
LEGACY-00053,Legacy/BibleReader/BibleReader.Core/Properties/AssemblyInfo.cs,BibleReader,BibleReader/BibleReader.Core/Properties,.cs,backend_library,applicable,completed,exact_path_match,BibleReader/BibleReader.Core/Properties/AssemblyInfo.cs,Apps/BibleReader/BibleReader.Core/Properties/AssemblyInfo.cs,exact_path_match,high,
LEGACY-00054,Legacy/BibleReader/BibleReader.Core/Providers/BibleBookNameProvider.cs,BibleReader,BibleReader/BibleReader.Core/Providers,.cs,backend_library,applicable,completed,exact_path_match,BibleReader/BibleReader.Core/Providers/BibleBookNameProvider.cs,Apps/BibleReader/BibleReader.Core/Providers/BibleBookNameProvider.cs,exact_path_match,high,
LEGACY-00055,Legacy/BibleReader/BibleReader.Core/Providers/BibleVersionLanguageProvider.cs,BibleReader,BibleReader/BibleReader.Core/Providers,.cs,backend_library,applicable,completed,exact_path_match,BibleReader/BibleReader.Core/Providers/BibleVersionLanguageProvider.cs,Apps/BibleReader/BibleReader.Core/Providers/BibleVersionLanguageProvider.cs,exact_path_match,high,
LEGACY-00056,Legacy/BibleReader/BibleReader.Core/Providers/BibleVersionProvider.cs,BibleReader,BibleReader/BibleReader.Core/Providers,.cs,backend_library,applicable,completed,exact_path_match,BibleReader/BibleReader.Core/Providers/BibleVersionProvider.cs,Apps/BibleReader/BibleReader.Core/Providers/BibleVersionProvider.cs,exact_path_match,high,
LEGACY-00057,Legacy/BibleReader/BibleReader.Core/Providers/GenericBibleVerseProvider.cs,BibleReader,BibleReader/BibleReader.Core/Providers,.cs,backend_library,applicable,completed,exact_path_match,BibleReader/BibleReader.Core/Providers/GenericBibleVerseProvider.cs,Apps/BibleReader/BibleReader.Core/Providers/GenericBibleVerseProvider.cs,exact_path_match,high,
LEGACY-00058,Legacy/BibleReader/BibleReader.sln,BibleReader,BibleReader/BibleReader.sln,.sln,build_tooling,applicable,not_applicable,obsolete_filetype,,mPortal.slnx,manual_validated_solution_consolidation,high,Legacy .sln files; consolidated into mPortal.slnx
LEGACY-00059,Legacy/BibleReader/BibleReader_notes.txt,BibleReader,BibleReader/BibleReader_notes.txt,.txt,other_source,applicable,completed,exact_path_match,BibleReader/BibleReader_notes.txt,Apps/BibleReader/BibleReader_notes.txt,exact_path_match,high,
LEGACY-00060,Legacy/Core/WCMS.Common/ConsoleLogger.cs,Core,Core/WCMS.Common/ConsoleLogger.cs,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/ConsoleLogger.cs,Portal/WebSystem/WCMS.Common/ConsoleLogger.cs,exact_path_match,high,
LEGACY-00061,Legacy/Core/WCMS.Common/Constants.cs,Core,Core/WCMS.Common/Constants.cs,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Constants.cs,Portal/WebSystem/WCMS.Common/Constants.cs,exact_path_match,high,
LEGACY-00062,Legacy/Core/WCMS.Common/Controls/ImageSecurity.cs,Core,Core/WCMS.Common/Controls,.cs,backend_library,applicable,not_applicable,obsolete_webforms_control,,N/A,no_deterministic_match,none,Legacy WebForms ImageSecurity control depends on System.Web/WebControl/IHttpHandler and is retired in the modern ASP.NET Core stack.
LEGACY-00063,Legacy/Core/WCMS.Common/Data/GenericDataColumn.cs,Core,Core/WCMS.Common/Data,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Data/GenericDataColumn.cs,Portal/WebSystem/WCMS.Common/Data/GenericDataColumn.cs,exact_path_match,high,
LEGACY-00064,Legacy/Core/WCMS.Common/Data/GenericDataRow.cs,Core,Core/WCMS.Common/Data,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Data/GenericDataRow.cs,Portal/WebSystem/WCMS.Common/Data/GenericDataRow.cs,exact_path_match,high,
LEGACY-00065,Legacy/Core/WCMS.Common/Data/GenericDataTable.cs,Core,Core/WCMS.Common/Data,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Data/GenericDataTable.cs,Portal/WebSystem/WCMS.Common/Data/GenericDataTable.cs,exact_path_match,high,
LEGACY-00066,Legacy/Core/WCMS.Common/Data/GenericSqlDataProvider.cs,Core,Core/WCMS.Common/Data,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Data/GenericSqlDataProvider.cs,Portal/WebSystem/WCMS.Common/Data/GenericSqlDataProvider.cs,exact_path_match,high,
LEGACY-00067,Legacy/Core/WCMS.Common/Data/IDataProvider.cs,Core,Core/WCMS.Common/Data,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Data/IDataProvider.cs,Portal/WebSystem/WCMS.Common/Data/IDataProvider.cs,exact_path_match,high,
LEGACY-00068,Legacy/Core/WCMS.Common/Data/IQueryFilterElement.cs,Core,Core/WCMS.Common/Data,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Data/IQueryFilterElement.cs,Portal/WebSystem/WCMS.Common/Data/IQueryFilterElement.cs,exact_path_match,high,
LEGACY-00069,Legacy/Core/WCMS.Common/Data/ObjectColumnAttribute.cs,Core,Core/WCMS.Common/Data,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Data/ObjectColumnAttribute.cs,Portal/WebSystem/WCMS.Common/Data/ObjectColumnAttribute.cs,exact_path_match,high,
LEGACY-00070,Legacy/Core/WCMS.Common/Data/QueryFilter.cs,Core,Core/WCMS.Common/Data,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Data/QueryFilter.cs,Portal/WebSystem/WCMS.Common/Data/QueryFilter.cs,exact_path_match,high,
LEGACY-00071,Legacy/Core/WCMS.Common/Data/QueryFilterElement.cs,Core,Core/WCMS.Common/Data,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Data/QueryFilterElement.cs,Portal/WebSystem/WCMS.Common/Data/QueryFilterElement.cs,exact_path_match,high,
LEGACY-00072,Legacy/Core/WCMS.Common/Data/SqlDataProviderBase.cs,Core,Core/WCMS.Common/Data,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Data/SqlDataProviderBase.cs,Portal/WebSystem/WCMS.Common/Data/SqlDataProviderBase.cs,exact_path_match,high,
LEGACY-00073,Legacy/Core/WCMS.Common/Dates.cs,Core,Core/WCMS.Common/Dates.cs,.cs,backend_library,applicable,not_applicable,obsolete_feature,,N/A,no_deterministic_match,none,Legacy date utility; not referenced in modern codebase
LEGACY-00074,Legacy/Core/WCMS.Common/FileLogger.cs,Core,Core/WCMS.Common/FileLogger.cs,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/FileLogger.cs,Portal/WebSystem/WCMS.Common/FileLogger.cs,exact_path_match,high,
LEGACY-00075,Legacy/Core/WCMS.Common/IDataManager.cs,Core,Core/WCMS.Common/IDataManager.cs,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/IDataManager.cs,Portal/WebSystem/WCMS.Common/IDataManager.cs,exact_path_match,high,
LEGACY-00076,Legacy/Core/WCMS.Common/ILogger.cs,Core,Core/WCMS.Common/ILogger.cs,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/ILogger.cs,Portal/WebSystem/WCMS.Common/ILogger.cs,exact_path_match,high,
LEGACY-00077,Legacy/Core/WCMS.Common/INamedObjectProvider.cs,Core,Core/WCMS.Common/INamedObjectProvider.cs,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/INamedObjectProvider.cs,Portal/WebSystem/WCMS.Common/INamedObjectProvider.cs,exact_path_match,high,
LEGACY-00078,Legacy/Core/WCMS.Common/INamedValueProvider.cs,Core,Core/WCMS.Common/INamedValueProvider.cs,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/INamedValueProvider.cs,Portal/WebSystem/WCMS.Common/INamedValueProvider.cs,exact_path_match,high,
LEGACY-00079,Legacy/Core/WCMS.Common/LogManager.cs,Core,Core/WCMS.Common/LogManager.cs,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/LogManager.cs,Portal/WebSystem/WCMS.Common/LogManager.cs,exact_path_match,high,
LEGACY-00080,Legacy/Core/WCMS.Common/Media/AsxMedia.cs,Core,Core/WCMS.Common/Media,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Media/AsxMedia.cs,Portal/WebSystem/WCMS.Common/Media/AsxMedia.cs,exact_path_match,high,
LEGACY-00081,Legacy/Core/WCMS.Common/NamedObjectProvider.cs,Core,Core/WCMS.Common/NamedObjectProvider.cs,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/NamedObjectProvider.cs,Portal/WebSystem/WCMS.Common/NamedObjectProvider.cs,exact_path_match,high,
LEGACY-00082,Legacy/Core/WCMS.Common/NamedValueProvider.cs,Core,Core/WCMS.Common/NamedValueProvider.cs,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/NamedValueProvider.cs,Portal/WebSystem/WCMS.Common/NamedValueProvider.cs,exact_path_match,high,
LEGACY-00083,Legacy/Core/WCMS.Common/Net/NetworkConnection.cs,Core,Core/WCMS.Common/Net,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Net/NetworkConnection.cs,Portal/WebSystem/WCMS.Common/Net/NetworkConnection.cs,exact_path_match,high,
LEGACY-00084,Legacy/Core/WCMS.Common/Net/SmsHelper.cs,Core,Core/WCMS.Common/Net,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Net/SmsHelper.cs,Portal/WebSystem/WCMS.Common/Net/SmsHelper.cs,exact_path_match,high,
LEGACY-00085,Legacy/Core/WCMS.Common/ObjectPair.cs,Core,Core/WCMS.Common/ObjectPair.cs,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/ObjectPair.cs,Portal/WebSystem/WCMS.Common/ObjectPair.cs,exact_path_match,high,
LEGACY-00086,Legacy/Core/WCMS.Common/PasswordComplexityRequirement.cs,Core,Core/WCMS.Common/PasswordComplexityRequirement.cs,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/PasswordComplexityRequirement.cs,Portal/WebSystem/WCMS.Common/PasswordComplexityRequirement.cs,exact_path_match,high,
LEGACY-00087,Legacy/Core/WCMS.Common/Properties/AssemblyInfo.cs,Core,Core/WCMS.Common/Properties,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Properties/AssemblyInfo.cs,Portal/WebSystem/WCMS.Common/Properties/AssemblyInfo.cs,exact_path_match,high,
LEGACY-00088,Legacy/Core/WCMS.Common/QueryParser.cs,Core,Core/WCMS.Common/QueryParser.cs,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/QueryParser.cs,Portal/WebSystem/WCMS.Common/QueryParser.cs,exact_path_match,high,
LEGACY-00089,Legacy/Core/WCMS.Common/Utilities/ConfigUtil.cs,Core,Core/WCMS.Common/Utilities,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Utilities/ConfigUtil.cs,Portal/WebSystem/WCMS.Common/Utilities/ConfigUtil.cs,exact_path_match,high,
