id,legacy_path,module,submodule,file_type,category,applicability,status,status_basis,modern_candidate,migrated_file_1to1,mapping_basis_1to1,mapping_confidence_1to1,notes
LEGACY-00082,Legacy/Core/WCMS.Common/NamedValueProvider.cs,Core,Core/WCMS.Common/NamedValueProvider.cs,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/NamedValueProvider.cs,Portal/WebSystem/WCMS.Common/NamedValueProvider.cs,exact_path_match,high,
LEGACY-00083,Legacy/Core/WCMS.Common/Net/NetworkConnection.cs,Core,Core/WCMS.Common/Net,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Net/NetworkConnection.cs,Portal/WebSystem/WCMS.Common/Net/NetworkConnection.cs,exact_path_match,high,
LEGACY-00084,Legacy/Core/WCMS.Common/Net/SmsHelper.cs,Core,Core/WCMS.Common/Net,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Net/SmsHelper.cs,Portal/WebSystem/WCMS.Common/Net/SmsHelper.cs,exact_path_match,high,
LEGACY-00085,Legacy/Core/WCMS.Common/ObjectPair.cs,Core,Core/WCMS.Common/ObjectPair.cs,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/ObjectPair.cs,Portal/WebSystem/WCMS.Common/ObjectPair.cs,exact_path_match,high,
LEGACY-00086,Legacy/Core/WCMS.Common/PasswordComplexityRequirement.cs,Core,Core/WCMS.Common/PasswordComplexityRequirement.cs,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/PasswordComplexityRequirement.cs,Portal/WebSystem/WCMS.Common/PasswordComplexityRequirement.cs,exact_path_match,high,
LEGACY-00087,Legacy/Core/WCMS.Common/Properties/AssemblyInfo.cs,Core,Core/WCMS.Common/Properties,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Properties/AssemblyInfo.cs,Portal/WebSystem/WCMS.Common/Properties/AssemblyInfo.cs,exact_path_match,high,
LEGACY-00088,Legacy/Core/WCMS.Common/QueryParser.cs,Core,Core/WCMS.Common/QueryParser.cs,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/QueryParser.cs,Portal/WebSystem/WCMS.Common/QueryParser.cs,exact_path_match,high,
LEGACY-00089,Legacy/Core/WCMS.Common/Utilities/ConfigUtil.cs,Core,Core/WCMS.Common/Utilities,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Utilities/ConfigUtil.cs,Portal/WebSystem/WCMS.Common/Utilities/ConfigUtil.cs,exact_path_match,high,
LEGACY-00090,Legacy/Core/WCMS.Common/Utilities/ControlHelper.cs,Core,Core/WCMS.Common/Utilities,.cs,backend_library,applicable,not_applicable,obsolete_pattern,Portal/WebSystem/WCMS.Common/Utilities/ControlHelper.cs,Portal/WebSystem/WCMS.Common/Utilities/ControlHelper.cs,single_candidate_filename_match,medium,WebForms control utility; not used in modern ViewComponent architecture
LEGACY-00091,Legacy/Core/WCMS.Common/Utilities/ControlInfo.cs,Core,Core/WCMS.Common/Utilities,.cs,backend_library,applicable,not_applicable,obsolete_pattern,Portal/WebSystem/WCMS.Common/Utilities/ControlInfo.cs,Portal/WebSystem/WCMS.Common/Utilities/ControlInfo.cs,single_candidate_filename_match,medium,WebForms control info class; not used in modern ViewComponent architecture
LEGACY-00092,Legacy/Core/WCMS.Common/Utilities/Data/CsvHelper.cs,Core,Core/WCMS.Common/Utilities,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Utilities/Data/CsvHelper.cs,Portal/WebSystem/WCMS.Common/Utilities/Data/CsvHelper.cs,exact_path_match,high,
LEGACY-00093,Legacy/Core/WCMS.Common/Utilities/Data/DataHelper.cs,Core,Core/WCMS.Common/Utilities,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Utilities/Data/DataHelper.cs,Portal/WebSystem/WCMS.Common/Utilities/Data/DataHelper.cs,exact_path_match,high,
LEGACY-00094,Legacy/Core/WCMS.Common/Utilities/Data/OracleHelper.cs,Core,Core/WCMS.Common/Utilities,.cs,backend_library,applicable,not_applicable,obsolete_feature,,N/A,no_deterministic_match,none,Oracle database support removed; using PostgreSQL
LEGACY-00095,Legacy/Core/WCMS.Common/Utilities/Data/SqlHelper.cs,Core,Core/WCMS.Common/Utilities,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Utilities/Data/SqlHelper.cs,Portal/WebSystem/WCMS.Common/Utilities/Data/SqlHelper.cs,exact_path_match,high,
LEGACY-00096,Legacy/Core/WCMS.Common/Utilities/Data/XmlUtil.cs,Core,Core/WCMS.Common/Utilities,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Utilities/Data/XmlUtil.cs,Portal/WebSystem/WCMS.Common/Utilities/Data/XmlUtil.cs,exact_path_match,high,
LEGACY-00097,Legacy/Core/WCMS.Common/Utilities/IO/Compression.cs,Core,Core/WCMS.Common/Utilities,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Utilities/IO/Compression.cs,Portal/WebSystem/WCMS.Common/Utilities/IO/Compression.cs,exact_path_match,high,
LEGACY-00098,Legacy/Core/WCMS.Common/Utilities/IO/FileHelper.cs,Core,Core/WCMS.Common/Utilities,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Utilities/IO/FileHelper.cs,Portal/WebSystem/WCMS.Common/Utilities/IO/FileHelper.cs,exact_path_match,high,
LEGACY-00099,Legacy/Core/WCMS.Common/Utilities/IO/FtpHelper.cs,Core,Core/WCMS.Common/Utilities,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Utilities/IO/FtpHelper.cs,Portal/WebSystem/WCMS.Common/Utilities/IO/FtpHelper.cs,exact_path_match,high,
LEGACY-00100,Legacy/Core/WCMS.Common/Utilities/IO/ImageUtil.cs,Core,Core/WCMS.Common/Utilities,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Utilities/IO/ImageUtil.cs,Portal/WebSystem/WCMS.Common/Utilities/IO/ImageUtil.cs,exact_path_match,high,
LEGACY-00101,Legacy/Core/WCMS.Common/Utilities/IO/LogHelper.cs,Core,Core/WCMS.Common/Utilities,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Utilities/IO/LogHelper.cs,Portal/WebSystem/WCMS.Common/Utilities/IO/LogHelper.cs,exact_path_match,high,
LEGACY-00102,Legacy/Core/WCMS.Common/Utilities/IO/TextHelper.cs,Core,Core/WCMS.Common/Utilities,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Utilities/IO/TextHelper.cs,Portal/WebSystem/WCMS.Common/Utilities/IO/TextHelper.cs,exact_path_match,high,
LEGACY-00103,Legacy/Core/WCMS.Common/Utilities/JsonUtil.cs,Core,Core/WCMS.Common/Utilities,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Utilities/JsonUtil.cs,Portal/WebSystem/WCMS.Common/Utilities/JsonUtil.cs,exact_path_match,high,
LEGACY-00104,Legacy/Core/WCMS.Common/Utilities/MIMEHelper.cs,Core,Core/WCMS.Common/Utilities,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Utilities/MIMEHelper.cs,Portal/WebSystem/WCMS.Common/Utilities/MIMEHelper.cs,exact_path_match,high,
LEGACY-00105,Legacy/Core/WCMS.Common/Utilities/Misc.cs,Core,Core/WCMS.Common/Utilities,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Utilities/Misc.cs,Portal/WebSystem/WCMS.Common/Utilities/Misc.cs,exact_path_match,high,
LEGACY-00106,Legacy/Core/WCMS.Common/Utilities/NetHelper.cs,Core,Core/WCMS.Common/Utilities,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Utilities/NetHelper.cs,Portal/WebSystem/WCMS.Common/Utilities/NetHelper.cs,exact_path_match,high,
LEGACY-00107,Legacy/Core/WCMS.Common/Utilities/ReflectionUtil.cs,Core,Core/WCMS.Common/Utilities,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Utilities/ReflectionUtil.cs,Portal/WebSystem/WCMS.Common/Utilities/ReflectionUtil.cs,exact_path_match,high,
LEGACY-00108,Legacy/Core/WCMS.Common/Utilities/Security.cs,Core,Core/WCMS.Common/Utilities,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Utilities/Security.cs,Portal/WebSystem/WCMS.Common/Utilities/Security.cs,exact_path_match,high,
LEGACY-00109,Legacy/Core/WCMS.Common/Utilities/SerializationUtil.cs,Core,Core/WCMS.Common/Utilities,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Utilities/SerializationUtil.cs,Portal/WebSystem/WCMS.Common/Utilities/SerializationUtil.cs,exact_path_match,high,
LEGACY-00110,Legacy/Core/WCMS.Common/Utilities/SmtpHelper.cs,Core,Core/WCMS.Common/Utilities,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Utilities/SmtpHelper.cs,Portal/WebSystem/WCMS.Common/Utilities/SmtpHelper.cs,exact_path_match,high,
LEGACY-00111,Legacy/Core/WCMS.Common/Utilities/Substituter.cs,Core,Core/WCMS.Common/Utilities,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Utilities/Substituter.cs,Portal/WebSystem/WCMS.Common/Utilities/Substituter.cs,exact_path_match,high,
LEGACY-00112,Legacy/Core/WCMS.Common/Utilities/Test.cs,Core,Core/WCMS.Common/Utilities,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Utilities/Test.cs,Portal/WebSystem/WCMS.Common/Utilities/Test.cs,exact_path_match,high,
LEGACY-00113,Legacy/Core/WCMS.Common/Utilities/TimeUtil.cs,Core,Core/WCMS.Common/Utilities,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Utilities/TimeUtil.cs,Portal/WebSystem/WCMS.Common/Utilities/TimeUtil.cs,exact_path_match,high,
LEGACY-00114,Legacy/Core/WCMS.Common/Utilities/Validator.cs,Core,Core/WCMS.Common/Utilities,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Utilities/Validator.cs,Portal/WebSystem/WCMS.Common/Utilities/Validator.cs,exact_path_match,high,
LEGACY-00115,Legacy/Core/WCMS.Common/Utilities/WebHelper.cs,Core,Core/WCMS.Common/Utilities,.cs,backend_library,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/Utilities/WebHelper.cs,Portal/WebSystem/WCMS.Common/Utilities/WebHelper.cs,exact_path_match,high,
LEGACY-00116,Legacy/Core/WCMS.Common/WCMS.Common.csproj,Core,Core/WCMS.Common/WCMS.Common.csproj,.csproj,build_tooling,applicable,completed,exact_path_match,Portal/WebSystem/WCMS.Common/WCMS.Common.csproj,Portal/WebSystem/WCMS.Common/WCMS.Common.csproj,exact_path_match,high,
LEGACY-00117,Legacy/Core/WCMS.Common.sln,Core,Core/WCMS.Common.sln,.sln,build_tooling,applicable,not_applicable,obsolete_filetype,,mPortal.slnx,manual_validated_solution_consolidation,high,Legacy .sln files; consolidated into mPortal.slnx
